22 May 2014	19:37:41		Logging to file ./clientlog//EMClient__000000156.txt
22 May 2014	19:37:41		SETTING	LogServer	True
22 May 2014	19:37:41		SETTING	LogServerPath	./serverlog
22 May 2014	19:37:41		SETTING	LogClient	True
22 May 2014	19:37:41		SETTING	LogClientPath	./clientlog
22 May 2014	19:37:41		SETTING	Server	129.241.102.247
22 May 2014	19:37:41		SETTING	ServerPort	9090
22 May 2014	19:37:41		SETTING	DataAPIServerPort	9091
22 May 2014	19:37:41		SETTING	DataAPIServer	localhost
22 May 2014	19:37:41	Microsoft CLR? YES
22 May 2014	19:37:41	Ping response = 0
22 May 2014	19:37:41	Ping response took 70ms or 172135 ticks
22 May 2014	19:38:02	0         	4         	4         	20568     
22 May 2014	19:38:22	1         	4         	9         	40094     
22 May 2014	19:38:42	2         	4         	14        	60239     
22 May 2014	19:39:01	3         	4         	19        	79780     
22 May 2014	19:39:21	4         	4         	24        	99244     
22 May 2014	19:39:40	5         	5         	29        	118850    
22 May 2014	19:40:00	6         	5         	31        	138338    
22 May 2014	19:40:20	7         	4         	39        	158427    
22 May 2014	19:40:40	8         	4         	44        	178327    
22 May 2014	19:41:00	9         	4         	49        	198503    
22 May 2014	19:41:20	10        	4         	54        	218618    
22 May 2014	19:41:40	11        	4         	59        	238555    
22 May 2014	19:42:00	12        	4         	64        	258353    
22 May 2014	19:42:20	13        	4         	69        	278638    
22 May 2014	19:42:40	14        	4         	74        	298629    
22 May 2014	19:43:00	15        	4         	79        	318739    
22 May 2014	19:43:20	16        	4         	84        	338321    
22 May 2014	19:43:40	17        	4         	89        	357953    
22 May 2014	19:43:59	18        	4         	94        	377805    
22 May 2014	19:44:19	19        	4         	99        	397934    
22 May 2014	19:44:39	20        	4         	104       	417591    
22 May 2014	19:44:58	21        	6         	107       	436922    
22 May 2014	19:45:18	22        	3         	114       	456237    
22 May 2014	19:45:37	23        	4         	118       	475789    
22 May 2014	19:45:58	24        	9         	122       	496648    
22 May 2014	19:46:18	25        	5         	126       	516588    
22 May 2014	19:46:38	26        	6         	132       	536104    
22 May 2014	19:46:57	27        	5         	139       	555554    
22 May 2014	19:47:17	28        	5         	144       	575017    
22 May 2014	19:47:36	29        	6         	149       	594427    
22 May 2014	19:47:58	30        	9         	154       	616105    
22 May 2014	19:48:18	31        	6         	159       	636222    
22 May 2014	19:48:39	32        	9         	163       	657288    
22 May 2014	19:48:59	33        	4         	169       	677305    
22 May 2014	19:49:19	34        	4         	174       	697617    
22 May 2014	19:49:43	35        	4         	179       	721029    
22 May 2014	19:50:03	36        	4         	183       	741347    
22 May 2014	19:50:24	37        	4         	189       	762500    
22 May 2014	19:50:45	38        	4         	194       	783219    
22 May 2014	19:51:05	39        	4         	199       	803701    
22 May 2014	19:51:26	40        	4         	204       	824351    
22 May 2014	19:51:46	41        	4         	209       	844709    
22 May 2014	19:52:06	42        	4         	214       	864697    
22 May 2014	19:52:27	43        	4         	219       	885226    
22 May 2014	19:52:47	44        	4         	224       	905340    
22 May 2014	19:53:07	45        	4         	229       	925456    
22 May 2014	19:53:28	46        	4         	234       	946626    
