22 May 2014	17:47:45		Logging to file ./clientlog//EMClient__000000150.txt
22 May 2014	17:47:45		SETTING	LogServer	True
22 May 2014	17:47:45		SETTING	LogServerPath	./serverlog
22 May 2014	17:47:45		SETTING	LogClient	True
22 May 2014	17:47:45		SETTING	LogClientPath	./clientlog
22 May 2014	17:47:45		SETTING	Server	129.241.102.247
22 May 2014	17:47:45		SETTING	ServerPort	9090
22 May 2014	17:47:45		SETTING	DataAPIServerPort	9091
22 May 2014	17:47:45		SETTING	DataAPIServer	localhost
22 May 2014	17:47:45	Microsoft CLR? YES
22 May 2014	17:47:46	Ping response = 0
22 May 2014	17:47:46	Ping response took 71ms or 174430 ticks
22 May 2014	17:47:58	0         	2         	4         	12401     
22 May 2014	17:48:10	1         	2         	9         	24505     
22 May 2014	17:48:22	2         	2         	14        	36646     
22 May 2014	17:48:35	3         	2         	19        	49212     
22 May 2014	17:48:47	4         	2         	24        	61609     
22 May 2014	17:49:00	5         	2         	29        	73940     
22 May 2014	17:49:12	6         	2         	34        	86579     
22 May 2014	17:49:25	7         	2         	39        	99081     
22 May 2014	17:49:37	8         	2         	44        	111639    
22 May 2014	17:49:50	9         	2         	49        	124557    
22 May 2014	17:50:03	10        	2         	54        	137274    
22 May 2014	17:50:17	11        	2         	59        	151121    
22 May 2014	17:50:30	12        	2         	64        	164113    
22 May 2014	17:50:43	13        	2         	69        	176982    
22 May 2014	17:50:55	14        	2         	74        	189516    
22 May 2014	17:51:09	15        	2         	79        	203043    
22 May 2014	17:51:24	16        	2         	84        	218059    
22 May 2014	17:51:40	17        	2         	89        	234585    
22 May 2014	17:51:56	18        	2         	94        	250749    
22 May 2014	17:52:10	19        	2         	99        	264410    
22 May 2014	17:52:24	20        	2         	104       	278418    
22 May 2014	17:52:37	21        	2         	109       	290911    
22 May 2014	17:52:50	22        	2         	114       	304050    
22 May 2014	17:53:02	23        	2         	119       	316566    
