21 May 2014	18:44:28		Logging to file ./clientlog//EMClient__000000105.txt
21 May 2014	18:44:28		SETTING	LogServer	True
21 May 2014	18:44:28		SETTING	LogServerPath	./serverlog
21 May 2014	18:44:28		SETTING	LogClient	True
21 May 2014	18:44:28		SETTING	LogClientPath	./clientlog
21 May 2014	18:44:28		SETTING	Server	129.241.102.247
21 May 2014	18:44:28		SETTING	ServerPort	9090
21 May 2014	18:44:28		SETTING	DataAPIServerPort	9091
21 May 2014	18:44:28		SETTING	DataAPIServer	localhost
21 May 2014	18:44:28	Microsoft CLR? YES
21 May 2014	18:44:28	Ping response = 0
21 May 2014	18:44:28	Ping response took 69ms or 168799 ticks
21 May 2014	18:44:37	0         	2         	4         	9102      
21 May 2014	18:44:47	1         	2         	9         	19271     
21 May 2014	18:44:58	2         	3         	13        	30229     
21 May 2014	18:45:09	3         	6         	17        	41013     
21 May 2014	18:45:19	4         	2         	24        	50905     
21 May 2014	18:45:29	5         	3         	29        	60846     
21 May 2014	18:45:38	6         	2         	34        	70665     
21 May 2014	18:45:48	7         	3         	36        	80463     
21 May 2014	18:45:58	8         	3         	44        	90445     
21 May 2014	18:46:08	9         	3         	46        	100294    
21 May 2014	18:46:19	10        	6         	52        	111096    
21 May 2014	18:46:31	11        	7         	59        	122975    
21 May 2014	18:46:41	12        	3         	64        	132761    
21 May 2014	18:46:51	13        	3         	69        	142809    
21 May 2014	18:47:01	14        	3         	70        	152989    
21 May 2014	18:47:11	15        	2         	79        	162841    
21 May 2014	18:47:22	16        	7         	82        	173751    
21 May 2014	18:47:31	17        	3         	89        	183580    
21 May 2014	18:47:41	18        	3         	90        	193559    
21 May 2014	18:47:51	19        	3         	98        	203497    
21 May 2014	18:48:01	20        	2         	104       	213293    
21 May 2014	18:48:11	21        	3         	108       	223328    
21 May 2014	18:48:21	22        	3         	114       	233156    
21 May 2014	18:48:31	23        	3         	115       	243084    
21 May 2014	18:48:41	24        	3         	124       	252897    
21 May 2014	18:48:50	25        	3         	126       	262688    
21 May 2014	18:49:01	26        	2         	134       	273279    
21 May 2014	18:49:11	27        	2         	139       	283401    
21 May 2014	18:49:21	28        	2         	144       	293597    
21 May 2014	18:49:32	29        	2         	149       	303710    
21 May 2014	18:49:42	30        	2         	154       	313901    
21 May 2014	18:49:52	31        	2         	159       	324179    
21 May 2014	18:50:03	32        	2         	164       	334978    
