27 May 2014	19:53:12		Logging to file ./clientlog//EMClient__000000232.txt
27 May 2014	19:53:12		SETTING	LogServer	True
27 May 2014	19:53:12		SETTING	LogServerPath	./serverlog
27 May 2014	19:53:12		SETTING	LogClient	True
27 May 2014	19:53:12		SETTING	LogClientPath	./clientlog
27 May 2014	19:53:12		SETTING	Server	129.241.102.247
27 May 2014	19:53:12		SETTING	ServerPort	9090
27 May 2014	19:53:12		SETTING	DataAPIServerPort	9091
27 May 2014	19:53:12		SETTING	DataAPIServer	localhost
27 May 2014	19:53:12	Microsoft CLR? YES
27 May 2014	19:53:12	Ping response = 0
27 May 2014	19:53:12	Ping response took 72ms or 177580 ticks
27 May 2014	19:53:41	0         	0.7       	0         	28629     
27 May 2014	19:54:05	1         	0.657142857142857	9         	53011     
27 May 2014	19:54:30	2         	0.657142857142857	14        	77704     
27 May 2014	19:54:59	3         	0.7       	19        	106483    
27 May 2014	19:55:23	4         	0.657142857142857	24        	130562    
27 May 2014	19:55:47	5         	0.657142857142857	29        	154804    
27 May 2014	19:56:11	6         	0.7       	30        	178893    
27 May 2014	19:56:35	7         	0.657142857142857	39        	203021    
27 May 2014	19:56:59	8         	0.657142857142857	44        	227131    
27 May 2014	19:57:24	9         	0.657142857142857	49        	251610    
27 May 2014	19:57:48	10        	0.657142857142857	53        	275965    
27 May 2014	19:58:12	11        	0.657142857142857	59        	300286    
27 May 2014	19:58:40	12        	0.657142857142857	64        	327685    
27 May 2014	19:59:04	13        	0.657142857142857	69        	351633    
27 May 2014	19:59:28	14        	0.657142857142857	74        	375933    
27 May 2014	19:59:53	15        	0.657142857142857	79        	400382    
27 May 2014	20:00:17	16        	0.657142857142857	84        	424823    
27 May 2014	20:00:41	17        	0.657142857142857	89        	449347    
27 May 2014	20:01:06	18        	0.657142857142857	94        	473818    
27 May 2014	20:01:31	19        	0.657142857142857	99        	498470    
27 May 2014	20:01:55	20        	0.657142857142857	104       	522806    
27 May 2014	20:02:19	21        	0.657142857142857	109       	547090    
27 May 2014	20:02:43	22        	0.657142857142857	114       	571365    
27 May 2014	20:03:08	23        	0.657142857142857	119       	595588    
27 May 2014	20:03:33	24        	0.657142857142857	124       	620868    
27 May 2014	20:03:57	25        	0.657142857142857	129       	645128    
27 May 2014	20:04:21	26        	0.714285714285714	131       	669368    
27 May 2014	20:04:46	27        	0.657142857142857	139       	693824    
27 May 2014	20:05:10	28        	0.7       	144       	718203    
27 May 2014	20:05:35	29        	0.657142857142857	149       	742524    
27 May 2014	20:06:01	30        	0.7       	150       	768655    
27 May 2014	20:06:26	31        	0.714285714285714	159       	793565    
27 May 2014	20:06:53	32        	0.657142857142857	164       	821222    
27 May 2014	20:07:18	33        	0.657142857142857	169       	846053    
27 May 2014	20:07:43	34        	0.657142857142857	174       	870813    
27 May 2014	20:08:07	35        	0.657142857142857	179       	894986    
27 May 2014	20:08:31	36        	0.657142857142857	184       	919360    
27 May 2014	20:08:56	37        	0.657142857142857	189       	944120    
27 May 2014	20:09:21	38        	0.657142857142857	194       	968403    
27 May 2014	20:09:45	39        	0.657142857142857	199       	992564    
27 May 2014	20:10:08	40        	0.657142857142857	204       	1016361   
27 May 2014	20:10:33	41        	0.657142857142857	209       	1040423   
27 May 2014	20:10:57	42        	0.7       	211       	1064937   
27 May 2014	20:11:21	43        	0.7       	218       	1089017   
27 May 2014	20:11:46	44        	0.657142857142857	224       	1113407   
27 May 2014	20:12:10	45        	0.657142857142857	229       	1137724   
27 May 2014	20:12:34	46        	0.657142857142857	234       	1161837   
27 May 2014	20:13:00	47        	0.657142857142857	239       	1187939   
27 May 2014	20:13:24	48        	0.657142857142857	244       	1212204   
27 May 2014	20:13:48	49        	0.657142857142857	249       	1236335   
27 May 2014	20:14:13	50        	0.657142857142857	254       	1260459   
27 May 2014	20:14:37	51        	0.657142857142857	259       	1284864   
27 May 2014	20:15:02	52        	0.7       	263       	1309526   
27 May 2014	20:15:26	53        	0.657142857142857	269       	1333752   
27 May 2014	20:15:51	54        	0.657142857142857	274       	1359040   
27 May 2014	20:16:17	55        	0.657142857142857	279       	1384967   
27 May 2014	20:16:41	56        	0.657142857142857	284       	1409183   
27 May 2014	20:17:06	57        	0.657142857142857	289       	1433660   
27 May 2014	20:17:30	58        	0.7       	294       	1458230   
27 May 2014	20:17:55	59        	0.657142857142857	299       	1482596   
27 May 2014	20:18:19	60        	0.657142857142857	304       	1506873   
27 May 2014	20:18:43	61        	0.657142857142857	309       	1531202   
27 May 2014	20:19:07	62        	0.657142857142857	314       	1555222   
27 May 2014	20:19:32	63        	0.657142857142857	319       	1579763   
