28 May 2014	09:05:40		Logging to file ./clientlog//EMClient__000000243.txt
28 May 2014	09:05:40		SETTING	LogServer	True
28 May 2014	09:05:40		SETTING	LogServerPath	./serverlog
28 May 2014	09:05:40		SETTING	LogClient	True
28 May 2014	09:05:40		SETTING	LogClientPath	./clientlog
28 May 2014	09:05:40		SETTING	Server	129.241.102.247
28 May 2014	09:05:40		SETTING	ServerPort	9090
28 May 2014	09:05:40		SETTING	DataAPIServerPort	9091
28 May 2014	09:05:40		SETTING	DataAPIServer	localhost
28 May 2014	09:05:40	Microsoft CLR? YES
28 May 2014	09:05:40	Ping response = 0
28 May 2014	09:05:40	Ping response took 67ms or 165268 ticks
28 May 2014	09:06:21	0         	0.657142857142857	4         	41318     
28 May 2014	09:07:02	1         	0.657142857142857	8         	82400     
28 May 2014	09:07:43	2         	0.680851063829787	13        	123082    
28 May 2014	09:08:24	3         	0.780141843971631	18        	163898    
28 May 2014	09:09:06	4         	0.680851063829787	21        	206187    
28 May 2014	09:09:47	5         	0.657142857142857	29        	247019    
28 May 2014	09:10:28	6         	0.657142857142857	33        	287904    
28 May 2014	09:11:09	7         	0.657142857142857	39        	329290    
28 May 2014	09:11:50	8         	0.657142857142857	44        	369966    
28 May 2014	09:12:31	9         	0.680851063829787	45        	411255    
28 May 2014	09:13:12	10        	0.680851063829787	50        	452488    
28 May 2014	09:13:53	11        	0.657142857142857	58        	493261    
28 May 2014	09:14:34	12        	0.657142857142857	64        	534145    
28 May 2014	09:15:16	13        	0.657142857142857	68        	576216    
28 May 2014	09:15:57	14        	0.657142857142857	74        	617136    
28 May 2014	09:16:39	15        	0.657142857142857	79        	659217    
28 May 2014	09:17:20	16        	0.688524590163934	80        	700015    
28 May 2014	09:18:01	17        	0.657142857142857	89        	740623    
28 May 2014	09:18:42	18        	0.657142857142857	94        	782042    
28 May 2014	09:19:23	19        	0.657142857142857	96        	823069    
28 May 2014	09:20:04	20        	0.657142857142857	103       	864015    
28 May 2014	09:20:44	21        	0.657142857142857	109       	904534    
28 May 2014	09:21:26	22        	0.657142857142857	114       	945956    
28 May 2014	09:22:07	23        	0.680851063829787	117       	986855    
28 May 2014	09:22:48	24        	0.657142857142857	124       	1027709   
28 May 2014	09:23:30	25        	0.714285714285714	126       	1070192   
28 May 2014	09:24:11	26        	0.657142857142857	133       	1111175   
28 May 2014	09:24:52	27        	0.780141843971631	138       	1152105   
28 May 2014	09:25:34	28        	0.657142857142857	144       	1194283   
28 May 2014	09:26:15	29        	0.75177304964539	146       	1235239   
28 May 2014	09:26:56	30        	0.680851063829787	153       	1276211   
28 May 2014	09:27:37	31        	0.657142857142857	158       	1317495   
28 May 2014	09:28:18	32        	0.657142857142857	164       	1358436   
28 May 2014	09:28:59	33        	0.75177304964539	169       	1399512   
28 May 2014	09:29:41	34        	0.657142857142857	174       	1440843   
28 May 2014	09:30:21	35        	0.657142857142857	179       	1481551   
28 May 2014	09:31:02	36        	0.657142857142857	184       	1522508   
28 May 2014	09:31:44	37        	0.780141843971631	187       	1563842   
28 May 2014	09:32:25	38        	0.657142857142857	194       	1604770   
