27 May 2014	17:27:01		Logging to file ./clientlog//EMClient__000000228.txt
27 May 2014	17:27:01		SETTING	LogServer	True
27 May 2014	17:27:01		SETTING	LogServerPath	./serverlog
27 May 2014	17:27:01		SETTING	LogClient	True
27 May 2014	17:27:01		SETTING	LogClientPath	./clientlog
27 May 2014	17:27:01		SETTING	Server	129.241.102.247
27 May 2014	17:27:01		SETTING	ServerPort	9090
27 May 2014	17:27:01		SETTING	DataAPIServerPort	9091
27 May 2014	17:27:01		SETTING	DataAPIServer	localhost
27 May 2014	17:27:01	Microsoft CLR? YES
27 May 2014	17:27:01	Ping response = 0
27 May 2014	17:27:01	Ping response took 76ms or 187250 ticks
27 May 2014	17:27:46	0         	0.657142857142857	4         	45138     
27 May 2014	17:28:30	1         	0.657142857142857	9         	88604     
27 May 2014	17:29:13	2         	0.657142857142857	14        	131596    
27 May 2014	17:29:55	3         	0.657142857142857	19        	174081    
27 May 2014	17:30:39	4         	0.657142857142857	24        	217928    
27 May 2014	17:31:23	5         	0.680851063829787	27        	261697    
27 May 2014	17:32:06	6         	0.657142857142857	34        	305109    
27 May 2014	17:32:50	7         	0.657142857142857	39        	348754    
27 May 2014	17:33:32	8         	0.657142857142857	44        	390972    
27 May 2014	17:34:14	9         	0.680851063829787	46        	433047    
27 May 2014	17:34:56	10        	0.657142857142857	54        	475238    
27 May 2014	17:35:39	11        	0.657142857142857	59        	517768    
27 May 2014	17:36:21	12        	0.657142857142857	64        	559901    
27 May 2014	17:37:04	13        	0.657142857142857	69        	602674    
27 May 2014	17:37:46	14        	0.657142857142857	74        	644751    
27 May 2014	17:38:28	15        	0.657142857142857	79        	687047    
27 May 2014	17:39:10	16        	0.657142857142857	84        	729058    
27 May 2014	17:39:54	17        	0.657142857142857	89        	772415    
27 May 2014	17:40:37	18        	0.657142857142857	94        	815729    
27 May 2014	17:41:20	19        	0.657142857142857	99        	859250    
27 May 2014	17:42:04	20        	0.657142857142857	104       	902528    
27 May 2014	17:42:47	21        	0.657142857142857	109       	945747    
27 May 2014	17:43:30	22        	0.657142857142857	114       	988710    
