20 May 2014	08:24:41		Logging to file ./clientlog//EMClient__000000066.txt
20 May 2014	08:24:41		SETTING	LogServer	True
20 May 2014	08:24:41		SETTING	LogServerPath	./serverlog
20 May 2014	08:24:41		SETTING	LogClient	True
20 May 2014	08:24:41		SETTING	LogClientPath	./clientlog
20 May 2014	08:24:41		SETTING	Server	129.241.102.247
20 May 2014	08:24:41		SETTING	ServerPort	9090
20 May 2014	08:24:41		SETTING	DataAPIServerPort	9091
20 May 2014	08:24:41		SETTING	DataAPIServer	localhost
20 May 2014	08:24:41	Microsoft CLR? YES
20 May 2014	08:24:41	Ping response = 0
20 May 2014	08:24:41	Ping response took 70ms or 171839 ticks
20 May 2014	08:24:56	0         	6         	0         	14568     
20 May 2014	08:25:10	1         	7         	9         	29046     
20 May 2014	08:25:25	2         	5         	14        	43647     
20 May 2014	08:25:39	3         	6         	18        	58021     
20 May 2014	08:25:54	4         	4         	21        	72387     
20 May 2014	08:26:08	5         	6         	29        	86874     
20 May 2014	08:26:23	6         	4         	34        	101234    
20 May 2014	08:26:37	7         	6         	37        	115798    
20 May 2014	08:26:52	8         	7         	44        	130504    
20 May 2014	08:27:06	9         	7         	49        	144984    
20 May 2014	08:27:21	10        	6         	54        	159551    
20 May 2014	08:27:35	11        	6         	58        	174041    
20 May 2014	08:27:50	12        	5         	64        	188479    
20 May 2014	08:28:05	13        	6         	69        	203874    
20 May 2014	08:28:20	14        	4         	74        	218370    
20 May 2014	08:28:34	15        	6         	79        	232826    
20 May 2014	08:28:49	16        	5         	84        	247317    
20 May 2014	08:29:03	17        	6         	88        	261887    
20 May 2014	08:29:18	18        	5         	94        	276435    
20 May 2014	08:29:32	19        	7         	97        	290875    
20 May 2014	08:29:47	20        	6         	104       	305495    
20 May 2014	08:30:02	21        	7         	107       	320337    
20 May 2014	08:30:16	22        	7         	110       	334783    
20 May 2014	08:30:31	23        	5         	115       	349267    
20 May 2014	08:30:45	24        	4         	122       	363694    
20 May 2014	08:30:59	25        	5         	125       	377735    
20 May 2014	08:31:13	26        	5         	132       	391773    
20 May 2014	08:31:27	27        	6         	138       	406154    
20 May 2014	08:31:42	28        	5         	142       	420645    
20 May 2014	08:31:56	29        	6         	148       	434666    
20 May 2014	08:32:11	30        	8         	150       	449336    
20 May 2014	08:32:25	31        	6         	158       	463769    
20 May 2014	08:32:39	32        	5         	163       	478017    
20 May 2014	08:32:54	33        	7         	168       	492358    
20 May 2014	08:33:08	34        	6         	170       	506772    
20 May 2014	08:33:23	35        	6         	177       	521227    
20 May 2014	08:33:38	36        	6         	184       	536402    
20 May 2014	08:33:53	37        	8         	185       	551640    
20 May 2014	08:34:08	38        	6         	193       	567163    
20 May 2014	08:34:24	39        	6         	199       	582308    
20 May 2014	08:34:39	40        	7         	200       	597368    
20 May 2014	08:34:54	41        	5         	209       	612559    
20 May 2014	08:35:09	42        	5         	213       	627781    
20 May 2014	08:35:24	43        	6         	218       	642946    
20 May 2014	08:35:39	44        	6         	220       	657952    
20 May 2014	08:35:54	45        	5         	229       	673033    
20 May 2014	08:36:10	46        	4         	233       	688662    
