27 May 2014	18:17:01		Logging to file ./clientlog//EMClient__000000231.txt
27 May 2014	18:17:01		SETTING	LogServer	True
27 May 2014	18:17:01		SETTING	LogServerPath	./serverlog
27 May 2014	18:17:01		SETTING	LogClient	True
27 May 2014	18:17:01		SETTING	LogClientPath	./clientlog
27 May 2014	18:17:01		SETTING	Server	129.241.102.247
27 May 2014	18:17:01		SETTING	ServerPort	9090
27 May 2014	18:17:01		SETTING	DataAPIServerPort	9091
27 May 2014	18:17:01		SETTING	DataAPIServer	localhost
27 May 2014	18:17:01	Microsoft CLR? YES
27 May 2014	18:17:01	Ping response = 0
27 May 2014	18:17:01	Ping response took 72ms or 175455 ticks
27 May 2014	18:17:21	0         	0.657142857142857	2         	20081     
27 May 2014	18:17:44	1         	0.657142857142857	9         	43338     
27 May 2014	18:18:08	2         	0.657142857142857	13        	67170     
27 May 2014	18:18:31	3         	0.657142857142857	17        	90515     
27 May 2014	18:18:54	4         	0.657142857142857	24        	113450    
27 May 2014	18:19:18	5         	0.657142857142857	27        	136904    
27 May 2014	18:19:41	6         	0.657142857142857	34        	159794    
27 May 2014	18:20:05	7         	0.657142857142857	39        	184331    
27 May 2014	18:20:29	8         	0.657142857142857	44        	207698    
27 May 2014	18:20:52	9         	0.657142857142857	49        	230801    
27 May 2014	18:21:15	10        	0.657142857142857	54        	253956    
27 May 2014	18:21:38	11        	0.657142857142857	59        	277056    
27 May 2014	18:22:01	12        	0.657142857142857	64        	300124    
27 May 2014	18:22:24	13        	0.657142857142857	69        	323534    
27 May 2014	18:22:48	14        	0.657142857142857	74        	346744    
27 May 2014	18:23:11	15        	0.657142857142857	78        	370367    
27 May 2014	18:23:35	16        	0.657142857142857	84        	393633    
27 May 2014	18:23:58	17        	0.657142857142857	89        	416840    
27 May 2014	18:24:21	18        	0.657142857142857	93        	439999    
27 May 2014	18:24:44	19        	0.657142857142857	99        	463242    
27 May 2014	18:25:08	20        	0.657142857142857	104       	486934    
27 May 2014	18:25:31	21        	0.657142857142857	109       	510141    
27 May 2014	18:25:54	22        	0.657142857142857	114       	533358    
27 May 2014	18:26:18	23        	0.657142857142857	119       	556631    
27 May 2014	18:26:41	24        	0.657142857142857	124       	579820    
27 May 2014	18:27:04	25        	0.657142857142857	129       	603057    
27 May 2014	18:27:29	26        	0.657142857142857	134       	627587    
27 May 2014	18:27:52	27        	0.714285714285714	138       	650920    
27 May 2014	18:28:15	28        	0.714285714285714	141       	674521    
27 May 2014	18:28:39	29        	0.606060606060606	149       	697837    
27 May 2014	18:29:02	30        	0.714285714285714	154       	721031    
27 May 2014	18:29:26	31        	0.606060606060606	159       	745553    
27 May 2014	18:29:50	32        	0.714285714285714	163       	768667    
27 May 2014	18:30:13	33        	0.606060606060606	169       	792021    
27 May 2014	18:30:36	34        	0.606060606060606	174       	815284    
27 May 2014	18:30:59	35        	0.606060606060606	179       	838533    
27 May 2014	18:31:24	36        	0.606060606060606	184       	863263    
27 May 2014	18:31:47	37        	0.657142857142857	189       	886395    
27 May 2014	18:32:11	38        	0.606060606060606	194       	909586    
27 May 2014	18:32:34	39        	0.606060606060606	199       	932738    
27 May 2014	18:32:57	40        	0.606060606060606	204       	955946    
27 May 2014	18:33:21	41        	0.657142857142857	205       	979651    
27 May 2014	18:33:44	42        	0.606060606060606	214       	1002827   
27 May 2014	18:34:07	43        	0.857142857142857	218       	1025939   
